video,video_path,frame_idx,fps,mar,crop_path,filename_state,label,confidence
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,110,30.00030000300003,0.028947539283005246,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000110.jpg,,mouth_closed,0.5745092563998913
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,111,30.00030000300003,0.06843103980819258,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000111.jpg,,mouth_closed,0.5180164532611906
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,112,30.00030000300003,0.12195143841467404,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000112.jpg,,mouth_closed,0.514187779589277
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,113,30.00030000300003,0.14806598389423634,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000113.jpg,,mouth_closed,0.5554932511264172
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,114,30.00030000300003,0.1444977123796735,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000114.jpg,,mouth_closed,0.6329743731211668
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,322,30.00030000300003,0.15237619238260794,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000322.jpg,,mouth_closed,0.6294240526329287
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,323,30.00030000300003,0.1492927221157931,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000323.jpg,,mouth_closed,0.5447706781338504
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,324,30.00030000300003,0.11776468203695505,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000324.jpg,,mouth_closed,0.506737437964601
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,325,30.00030000300003,0.07629235428832992,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000325.jpg,,mouth_closed,0.5239296042675164
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,326,30.00030000300003,0.01913681407498312,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000326.jpg,,mouth_closed,0.5777230077472565
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,327,30.00030000300003,0.010051676956212797,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000327.jpg,,mouth_closed,0.6599745698626189
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,333,30.00030000300003,0.00719725540223231,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000333.jpg,,mouth_closed,0.5766647729674133
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,334,30.00030000300003,0.00972895971735176,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000334.jpg,,mouth_closed,0.44857584831840536
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,335,30.00030000300003,0.019995706631741886,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000335.jpg,,mouth_closed,0.39777328360113806
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,336,30.00030000300003,0.07321913043184605,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000336.jpg,,mouth_closed,0.4419883519909592
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,337,30.00030000300003,0.17397546300720124,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000337.jpg,,mouth_closed,0.43707233091267417
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,338,30.00030000300003,0.1814711560929507,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000338.jpg,,mouth_closed,0.43377729005130994
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,339,30.00030000300003,0.180936951757446,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000339.jpg,,mouth_closed,0.4288164675183297
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,340,30.00030000300003,0.16557116213212308,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000340.jpg,,mouth_closed,0.42104849228096475
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,341,30.00030000300003,0.07079817588873118,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000341.jpg,,mouth_closed,0.4022555796378232
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,342,30.00030000300003,0.0034388431876083304,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000342.jpg,,mouth_closed,0.3552081784596659
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,343,30.00030000300003,0.003684167663925629,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000343.jpg,,mouth_closed,0.4302993251573025
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,344,30.00030000300003,0.003576654606359258,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000344.jpg,,mouth_closed,0.5726051271052526
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,365,30.00030000300003,0.0023124348830440016,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000365.jpg,,mouth_closed,0.5750787192764167
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,366,30.00030000300003,0.0023830210972402973,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000366.jpg,,mouth_closed,0.28831660611002663
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,367,30.00030000300003,0.004945431322310493,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000367.jpg,,mouth_closed,0.0717979598601105
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,368,30.00030000300003,0.0521388822077571,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000368.jpg,,talking,0.5457317205362021
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,369,30.00030000300003,0.15698620637982685,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000369.jpg,,talking,0.6023545117500058
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,370,30.00030000300003,0.18878084993337998,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000370.jpg,,talking,0.5900530214378799
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,371,30.00030000300003,0.23232267262908673,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000371.jpg,,talking,0.5062354850241955
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,372,30.00030000300003,0.2380742279553802,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000372.jpg,,mouth_closed,0.26951899532639245
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,373,30.00030000300003,0.2531592842356837,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000373.jpg,,mouth_closed,0.6115248518272229
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,416,30.00030000300003,0.15421831001684483,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000416.jpg,,mouth_closed,0.672775965065969
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,417,30.00030000300003,0.18728316556880437,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000417.jpg,,mouth_closed,0.48884628596390733
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,418,30.00030000300003,0.22628871789577745,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000418.jpg,,mouth_closed,0.3328938663951563
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,419,30.00030000300003,0.24647775157674442,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000419.jpg,,mouth_closed,0.21848274578588478
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,420,30.00030000300003,0.22804281065574264,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000420.jpg,,mouth_closed,0.12390268039242736
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,421,30.00030000300003,0.09596836671038457,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000421.jpg,,mouth_closed,0.1234727599978579
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,422,30.00030000300003,0.00597173832476824,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000422.jpg,,mouth_closed,0.11016321958597064
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,423,30.00030000300003,0.004926524803773937,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000423.jpg,,mouth_closed,0.08693191792792554
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,424,30.00030000300003,0.005261722899209422,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000424.jpg,,mouth_closed,0.1280354745204283
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,425,30.00030000300003,0.011288157725912733,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000425.jpg,,mouth_closed,0.2141393874590516
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,426,30.00030000300003,0.10809268365365116,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000426.jpg,,mouth_closed,0.2344563514815281
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,427,30.00030000300003,0.1702371345288965,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000427.jpg,,mouth_closed,0.11106201963828544
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,428,30.00030000300003,0.2037661986953593,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000428.jpg,,mouth_closed,0.14910255342321876
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,429,30.00030000300003,0.2029659733051545,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000429.jpg,,mouth_closed,0.2918435970526264
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,430,30.00030000300003,0.20355500591546136,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000430.jpg,,mouth_closed,0.5164900333438533
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,517,30.00030000300003,0.24244514925349211,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000517.jpg,,mouth_closed,0.4898023519349348
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,518,30.00030000300003,0.23320765988999362,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000518.jpg,,mouth_closed,0.20680943638171756
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,519,30.00030000300003,0.23537279589548063,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000519.jpg,,talking,0.50259528937318
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,520,30.00030000300003,0.22196114207576595,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000520.jpg,,talking,0.5716859268506554
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,521,30.00030000300003,0.11912169208449405,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000521.jpg,,talking,0.5659409273024061
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,522,30.00030000300003,0.01108239154541198,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000522.jpg,,talking,0.5572484517655456
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,523,30.00030000300003,0.005361807902368398,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000523.jpg,,talking,0.5700086964431125
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,524,30.00030000300003,0.00245400787628091,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000524.jpg,,talking,0.6021386159249414
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,525,30.00030000300003,0.002312295389213958,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000525.jpg,,talking,0.6492545308074888
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,526,30.00030000300003,0.04075160888548038,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000526.jpg,,talking,0.6804511953732133
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,528,30.00030000300003,0.2536459118151097,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000528.jpg,,talking,0.6593217454242334
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,529,30.00030000300003,0.26193555907228977,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000529.jpg,,talking,0.5415026354690732
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,530,30.00030000300003,0.27588338094745973,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000530.jpg,,mouth_closed,0.2373942431269429
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,531,30.00030000300003,0.2540310924043534,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000531.jpg,,mouth_closed,0.6382595650854157
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,557,30.00030000300003,0.25087100821433944,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000557.jpg,,mouth_closed,0.5753824235526136
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,558,30.00030000300003,0.22711937614222596,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000558.jpg,,mouth_closed,0.3254995112666008
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,559,30.00030000300003,0.16666666530356475,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000559.jpg,,mouth_closed,0.13172446611740174
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,560,30.00030000300003,0.14326218485492273,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000560.jpg,,mouth_closed,0.008124460553638135
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,561,30.00030000300003,0.0965480470624814,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000561.jpg,,mouth_closed,0.008066537189547973
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,562,30.00030000300003,0.03140338665450322,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000562.jpg,,mouth_closed,0.1567768186622872
1-FemaleNoGlasses,C:\Users\Omswaroop\.cache\kagglehub\datasets\enider\yawdd-dataset\versions\4\Dash\Dash\Female\1-FemaleNoGlasses.avi,563,30.00030000300003,0.004214441892511312,c:\Users\Omswaroop\OneDrive\Desktop\New folder\frames\mouth_crops\1-FemaleNoGlasses_f000563.jpg,,mouth_closed,0.3965758538270444
